"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,"Profile visits",Replies,Navigation,Follows,"Link clicks","Sticker taps"
18005775710891642,17841400849550874,microsoftlearn,"Microsoft Learn",,0,"03/16/2026 12:01",https://www.instagram.com/stories/microsoftlearn/3854294351468253626,"IG story",,Lifetime,2051,1698,12,1,5,1,1842,,,
18074514461156729,17841400849550874,microsoftlearn,"Microsoft Learn",,0,"03/16/2026 07:01",https://www.instagram.com/stories/microsoftlearn/3854143087174439260,"IG story",,Lifetime,2987,2376,50,5,20,4,2572,,,
18109617163766119,17841400849550874,microsoftlearn,"Microsoft Learn",,0,"03/11/2026 09:00",https://www.instagram.com/stories/microsoftlearn/3850579367479462055,"IG story",,Lifetime,2399,1983,11,1,22,1,2126,1,37,
18070709837200986,17841400849550874,microsoftlearn,"Microsoft Learn",,30,"03/06/2026 17:35",https://www.instagram.com/stories/microsoftlearn/3847244566336881936,"IG story",,Lifetime,2299,1946,22,0,56,0,2063,7,,
18082782998582571,17841400849550874,microsoftlearn,"Microsoft Learn",,14,"03/04/2026 04:07",https://www.instagram.com/stories/microsoftlearn/3845388546769680193,"IG story",,Lifetime,2616,2161,29,0,16,0,2351,,,
17843415996694665,17841400849550874,microsoftlearn,"Microsoft Learn","That early “this feels like magic” moment is when it all starts to click.",0,"02/27/2026 09:45",https://www.instagram.com/stories/microsoftlearn/3841934799208955769,"IG story",,Lifetime,1378,1203,12,0,5,0,1291,,,
18034974989772454,17841400849550874,microsoftlearn,"Microsoft Learn","You’d love exploring how AI handles vision and movement!",0,"02/27/2026 09:44",https://www.instagram.com/stories/microsoftlearn/3841934366792981837,"IG story",,Lifetime,1504,1346,12,0,1,0,1398,,,
18077028425626930,17841400849550874,microsoftlearn,"Microsoft Learn","Love that! AI is so good at helping you get your ideas out of your head and into shape.",0,"02/27/2026 09:43",https://www.instagram.com/stories/microsoftlearn/3841933914823144350,"IG story",,Lifetime,1965,1687,15,0,11,0,1761,,,
17976023759978694,17841400849550874,microsoftlearn,"Microsoft Learn",,0,"02/26/2026 14:15",https://www.instagram.com/stories/microsoftlearn/3841345949587718562,"IG story",,Lifetime,1550,1266,12,0,7,1,1416,,,
17859790239544388,17841400849550874,microsoftlearn,"Microsoft Learn",,0,"02/26/2026 14:15",https://www.instagram.com/stories/microsoftlearn/3841293881766747461,"IG story",,Lifetime,1592,1322,10,0,,0,1423,,,
18078793163599830,17841400849550874,microsoftlearn,"Microsoft Learn",,0,"02/26/2026 14:15",https://www.instagram.com/stories/microsoftlearn/3841293879778643133,"IG story",,Lifetime,1707,1408,10,0,1,0,1528,,,
17953335126095102,17841400849550874,microsoftlearn,"Microsoft Learn",,0,"02/26/2026 14:15",https://www.instagram.com/stories/microsoftlearn/3841293878562306860,"IG story",,Lifetime,1908,1520,9,0,3,0,1671,,,
17919309477270273,17841400849550874,microsoftlearn,"Microsoft Learn",,0,"02/26/2026 14:15",https://www.instagram.com/stories/microsoftlearn/3841293879308871451,"IG story",,Lifetime,2443,1895,12,0,8,0,2109,,,
18337661992244894,17841400849550874,microsoftlearn,"Microsoft Learn",,0,"02/25/2026 17:00",https://www.instagram.com/stories/microsoftlearn/3840703890975472465,"IG story",,Lifetime,1816,1414,13,1,7,1,1505,,26,
18118380148716770,17841400849550874,microsoftlearn,"Microsoft Learn",,0,"02/25/2026 14:18",https://www.instagram.com/stories/microsoftlearn/3840622471070841917,"IG story",,Lifetime,1564,1326,11,2,4,0,1368,,13,
17930938803197379,17841400849550874,microsoftlearn,"Microsoft Learn",,0,"02/25/2026 14:04",https://www.instagram.com/stories/microsoftlearn/3840615546509847625,"IG story",,Lifetime,1599,1364,15,7,3,0,1486,1,,
18074400197438817,17841400849550874,microsoftlearn,"Microsoft Learn",,0,"02/25/2026 14:04",https://www.instagram.com/stories/microsoftlearn/3840615512200398637,"IG story",,Lifetime,2045,1704,15,0,1,1,1848,,,
17860797237607643,17841400849550874,microsoftlearn,"Microsoft Learn","We’re collecting real scenarios like this. What’s a challenging situation you’re facing in your sales role where you wish you could get some advice?",0,"02/24/2026 13:05",https://www.instagram.com/stories/microsoftlearn/3839860855358306247,"IG story",,Lifetime,1665,1360,9,1,3,0,1294,,,
18187092415316871,17841400849550874,microsoftlearn,"Microsoft Learn","If you’re in sales, you know this moment. Do you personalize based on their recent activity…
OR
keep it high-level? Get it wrong and you slow the deal or miss the window.",5,"02/24/2026 13:01",https://www.instagram.com/stories/microsoftlearn/3839858997994682099,"IG story",,Lifetime,1574,1328,9,0,2,0,1419,,,
18218069215315163,17841400849550874,microsoftlearn,"Microsoft Learn","You’re about to send
the message. Your deal has momentum. The buyer is engaged. You pause.",0,"02/24/2026 12:58",https://www.instagram.com/stories/microsoftlearn/3839857417027306946,"IG story",,Lifetime,2091,1742,10,0,13,0,1838,1,,
18434967268119672,17841400849550874,microsoftlearn,"Microsoft Learn",,0,"02/23/2026 12:47",https://www.instagram.com/stories/microsoftlearn/3839127219000724146,"IG story",,Lifetime,1735,1420,13,1,8,1,1578,,40,
17892436815288255,17841400849550874,microsoftlearn,"Microsoft Learn",,0,"02/23/2026 12:47",https://www.instagram.com/stories/microsoftlearn/3839127166378981168,"IG story",,Lifetime,1848,1584,11,0,2,0,1681,,,
18083695598258001,17841400849550874,microsoftlearn,"Microsoft Learn",.,0,"02/23/2026 12:47",https://www.instagram.com/stories/microsoftlearn/3839127113757287197,"IG story",,Lifetime,2534,2107,20,1,11,1,2111,2,,
18070494872538448,17841400849550874,microsoftlearn,"Microsoft Learn",,60,"02/20/2026 17:41",https://www.instagram.com/stories/microsoftlearn/3837100849990802423,"IG story",,Lifetime,2351,2005,17,0,24,0,2157,,,
17986583486780115,17841400849550874,microsoftlearn,"Microsoft Learn",,0,"02/10/2026 19:03",https://www.instagram.com/stories/microsoftlearn/3829894407470719967,"IG story",,Lifetime,2121,1659,13,7,9,1,1873,,40,
18107910700736540,17841400849550874,microsoftlearn,"Microsoft Learn",,0,"02/10/2026 17:00",https://www.instagram.com/stories/microsoftlearn/3829832530263144977,"IG story",,Lifetime,2694,2055,21,3,14,1,2355,,44,
18143084689466554,17841400849550874,microsoftlearn,"Microsoft Learn",,0,"02/06/2026 11:29",https://www.instagram.com/stories/microsoftlearn/3826766833576262403,"IG story",,Lifetime,1631,1369,15,0,6,0,1514,,27,
18034831055775980,17841400849550874,microsoftlearn,"Microsoft Learn",,0,"02/06/2026 11:29",https://www.instagram.com/stories/microsoftlearn/3826766528390316413,"IG story",,Lifetime,1799,1531,16,0,5,0,1656,1,,
18119704384607029,17841400849550874,microsoftlearn,"Microsoft Learn",,0,"02/06/2026 11:28",https://www.instagram.com/stories/microsoftlearn/3826766238396173395,"IG story",,Lifetime,2295,1900,21,0,17,1,2090,1,,
18140584648486225,17841400849550874,microsoftlearn,"Microsoft Learn",,7,"02/04/2026 14:08",https://www.instagram.com/stories/microsoftlearn/3825397475839046066,"IG story",,Lifetime,1042,915,10,0,3,0,980,,14,
17972852919006127,17841400849550874,microsoftlearn,"Microsoft Learn",,8,"02/04/2026 14:08",https://www.instagram.com/stories/microsoftlearn/3825397104450348211,"IG story",,Lifetime,1094,965,10,0,,0,1033,,,
18430713376117961,17841400849550874,microsoftlearn,"Microsoft Learn",,0,"02/04/2026 14:08",https://www.instagram.com/stories/microsoftlearn/3825397026000121692,"IG story",,Lifetime,1153,1023,7,0,1,0,1072,,,
17991671273756266,17841400849550874,microsoftlearn,"Microsoft Learn",,8,"02/04/2026 14:07",https://www.instagram.com/stories/microsoftlearn/3825396755215831213,"IG story",,Lifetime,1218,1065,11,0,3,0,1154,,,
18132248626510254,17841400849550874,microsoftlearn,"Microsoft Learn",,0,"02/04/2026 14:07",https://www.instagram.com/stories/microsoftlearn/3825396625544718484,"IG story",,Lifetime,1305,1130,11,0,5,0,1210,,,
18104894395692262,17841400849550874,microsoftlearn,"Microsoft Learn",,8,"02/04/2026 14:06",https://www.instagram.com/stories/microsoftlearn/3825396271075724861,"IG story",,Lifetime,1436,1226,12,0,4,0,1358,,,
17912549532297313,17841400849550874,microsoftlearn,"Microsoft Learn",,0,"02/04/2026 14:06",https://www.instagram.com/stories/microsoftlearn/3825396190788377656,"IG story",,Lifetime,1570,1343,14,0,3,1,1441,,,
18310974412283079,17841400849550874,microsoftlearn,"Microsoft Learn",,8,"02/04/2026 14:05",https://www.instagram.com/stories/microsoftlearn/3825395836654856207,"IG story",,Lifetime,1926,1677,16,1,13,0,1759,,,
